,date,price ($/Gal)
2068,2014-12-08,1.942
2069,2014-12-05,2.009
2070,2014-12-04,2.024
2071,2014-12-03,2.005
2072,2014-12-02,2.027
2073,2014-12-01,2.087
2074,2014-11-28,2.026
2075,2014-11-26,2.196
2076,2014-11-25,2.256
2077,2014-11-24,2.288
2078,2014-11-21,2.299
2079,2014-11-20,2.275
2080,2014-11-19,2.244
2081,2014-11-18,2.245
2082,2014-11-17,2.268
2083,2014-11-14,2.297
2084,2014-11-13,2.245
2085,2014-11-12,2.314
2086,2014-11-11,2.357
2087,2014-11-10,2.361
2088,2014-11-07,2.416
2089,2014-11-06,2.381
2090,2014-11-05,2.385
2091,2014-11-04,2.378
2092,2014-11-03,2.417
2093,2014-10-31,2.424
2094,2014-10-30,2.409
2095,2014-10-29,2.43
2096,2014-10-28,2.39
2097,2014-10-27,2.366
2098,2014-10-24,2.38
2099,2014-10-23,2.406
2100,2014-10-22,2.378
2101,2014-10-21,2.432
2102,2014-10-20,2.413
2103,2014-10-17,2.432
2104,2014-10-16,2.4
2105,2014-10-15,2.402
2106,2014-10-14,2.42
2107,2014-10-13,2.486
2108,2014-10-10,2.519
2109,2014-10-09,2.449
2110,2014-10-08,2.505
2111,2014-10-07,2.539
2112,2014-10-06,2.583
2113,2014-10-03,2.57
2114,2014-10-02,2.622
2115,2014-10-01,2.636
2116,2014-09-30,2.627
2117,2014-09-29,2.675
2118,2014-09-26,2.674
2119,2014-09-25,2.661
2120,2014-09-24,2.656
2121,2014-09-23,2.664
2122,2014-09-22,2.664
2123,2014-09-19,2.694
2124,2014-09-18,2.68
2125,2014-09-17,2.706
2126,2014-09-16,2.719
2127,2014-09-15,2.729
2128,2014-09-12,2.731
2129,2014-09-11,2.747
2130,2014-09-10,2.751
2131,2014-09-09,2.77
2132,2014-09-08,2.802
2133,2014-09-05,2.812
2134,2014-09-04,2.855
2135,2014-09-03,2.882
2136,2014-09-02,2.816
2137,2014-08-29,2.87
2138,2014-08-28,2.881
2139,2014-08-27,2.881
2140,2014-08-26,2.864
2141,2014-08-25,2.834
2142,2014-08-22,2.823
2143,2014-08-21,2.828
2144,2014-08-20,2.815
2145,2014-08-19,2.809
2146,2014-08-18,2.8
2147,2014-08-15,2.831
2148,2014-08-14,2.805
2149,2014-08-13,2.878
2150,2014-08-12,2.825
2151,2014-08-11,2.861
2152,2014-08-08,2.851
2153,2014-08-07,2.868
2154,2014-08-06,2.837
2155,2014-08-05,2.807
2156,2014-08-04,2.828
2157,2014-08-01,2.821
2158,2014-07-31,2.846
2159,2014-07-30,2.848
2160,2014-07-29,2.859
2161,2014-07-28,2.838
2162,2014-07-25,2.864
2163,2014-07-24,2.834
2164,2014-07-23,2.835
2165,2014-07-22,2.809
2166,2014-07-21,2.801
2167,2014-07-18,2.785
2168,2014-07-17,2.798
2169,2014-07-16,2.793
2170,2014-07-15,2.784
2171,2014-07-14,2.809
2172,2014-07-11,2.8
2173,2014-07-10,2.817
2174,2014-07-09,2.779
2175,2014-07-08,2.775
2176,2014-07-07,2.797
2177,2014-07-03,2.817
2178,2014-07-02,2.83
2179,2014-07-01,2.858
2180,2014-06-30,2.874
2181,2014-06-27,2.897
2182,2014-06-26,2.939
2183,2014-06-25,2.95
2184,2014-06-24,2.962
2185,2014-06-23,2.954
2186,2014-06-20,2.968
2187,2014-06-19,2.964
2188,2014-06-18,2.949
2189,2014-06-17,2.934
2190,2014-06-16,2.915
2191,2014-06-13,2.905
2192,2014-06-12,2.905
2193,2014-06-11,2.816
2194,2014-06-10,2.8
2195,2014-06-09,2.818
2196,2014-06-06,2.807
2197,2014-06-05,2.812
2198,2014-06-04,2.779
2199,2014-06-03,2.793
2200,2014-06-02,2.805
2201,2014-05-30,2.817
2202,2014-05-29,2.849
2203,2014-05-28,2.868
2204,2014-05-27,2.88
2205,2014-05-23,2.896
2206,2014-05-22,2.889
2207,2014-05-21,2.885
2208,2014-05-20,2.884
2209,2014-05-19,2.876
2210,2014-05-16,2.889
2211,2014-05-15,2.896
2212,2014-05-14,2.909
2213,2014-05-13,2.893
2214,2014-05-12,2.86
2215,2014-05-09,2.847
2216,2014-05-08,2.849
2217,2014-05-07,2.858
2218,2014-05-06,2.821
2219,2014-05-05,2.843
2220,2014-05-02,2.862
2221,2014-05-01,2.854
2222,2014-04-30,2.86
2223,2014-04-29,2.893
2224,2014-04-28,2.878
2225,2014-04-25,2.909
2226,2014-04-24,2.941
2227,2014-04-23,2.926
2228,2014-04-22,2.952
2229,2014-04-21,2.949
2230,2014-04-17,2.951
2231,2014-04-16,2.949
2232,2014-04-15,2.919
2233,2014-04-14,2.904
2234,2014-04-11,2.86
2235,2014-04-10,2.878
2236,2014-04-09,2.89
2237,2014-04-08,2.859
2238,2014-04-07,2.826
2239,2014-04-04,2.847
2240,2014-04-03,2.845
2241,2014-04-02,2.801
2242,2014-04-01,2.809
2243,2014-03-31,2.861
2244,2014-03-28,2.878
2245,2014-03-27,2.867
2246,2014-03-26,2.834
2247,2014-03-25,2.839
2248,2014-03-24,2.825
2249,2014-03-21,2.837
2250,2014-03-20,2.834
2251,2014-03-19,2.817
2252,2014-03-18,2.841
2253,2014-03-17,2.833
2254,2014-03-14,2.882
2255,2014-03-13,2.868
2256,2014-03-12,2.873
2257,2014-03-11,2.912
2258,2014-03-10,2.939
2259,2014-03-07,2.979
2260,2014-03-06,2.979
2261,2014-03-05,2.968
2262,2014-03-04,2.993
2263,2014-03-03,3.04
2264,2014-02-28,2.955
2265,2014-02-27,2.924
2266,2014-02-26,2.996
2267,2014-02-25,2.985
2268,2014-02-24,2.999
2269,2014-02-21,2.952
2270,2014-02-20,3.074
2271,2014-02-19,3.087
2272,2014-02-18,3.074
2273,2014-02-14,3.042
2274,2014-02-13,3.007
2275,2014-02-12,2.963
2276,2014-02-11,2.958
2277,2014-02-10,2.911
2278,2014-02-07,2.942
2279,2014-02-06,2.869
2280,2014-02-05,2.854
2281,2014-02-04,2.856
2282,2014-02-03,2.885
2283,2014-01-31,2.882
2284,2014-01-30,2.955
2285,2014-01-29,2.96
2286,2014-01-28,2.935
2287,2014-01-27,2.916
2288,2014-01-24,2.94
2289,2014-01-23,3.001
2290,2014-01-22,2.906
2291,2014-01-21,2.919
2292,2014-01-17,2.924
2293,2014-01-16,2.919
2294,2014-01-15,2.933
2295,2014-01-14,2.896
2296,2014-01-13,2.887
2297,2014-01-10,2.902
2298,2014-01-09,2.886
2299,2014-01-08,2.922
2300,2014-01-07,2.92
2301,2014-01-06,2.909
2302,2014-01-03,2.892
2303,2014-01-02,2.935
2304,2013-12-31,3.014
2305,2013-12-30,3.0
2306,2013-12-27,3.036
2307,2013-12-26,3.034
2308,2013-12-24,3.023
2309,2013-12-23,3.006
2310,2013-12-20,3.0
2311,2013-12-19,2.955
2312,2013-12-18,2.927
2313,2013-12-17,2.871
2314,2013-12-16,2.889
2315,2013-12-13,2.878
2316,2013-12-12,2.893
2317,2013-12-11,2.935
2318,2013-12-10,2.927
2319,2013-12-09,2.913
2320,2013-12-06,2.948
2321,2013-12-05,2.944
2322,2013-12-04,2.955
2323,2013-12-03,2.955
2324,2013-12-02,2.956
2325,2013-11-29,2.936
2326,2013-11-27,2.955
2327,2013-11-26,2.948
2328,2013-11-25,2.929
2329,2013-11-22,2.939
2330,2013-11-21,2.906
2331,2013-11-20,2.842
2332,2013-11-19,2.802
2333,2013-11-18,2.808
2334,2013-11-15,2.829
2335,2013-11-14,2.815
2336,2013-11-13,2.784
2337,2013-11-12,2.746
2338,2013-11-11,2.787
2339,2013-11-08,2.727
2340,2013-11-07,2.737
2341,2013-11-06,2.76
2342,2013-11-05,2.76
2343,2013-11-04,2.779
2344,2013-11-01,2.813
2345,2013-10-31,2.892
2346,2013-10-30,2.912
2347,2013-10-29,2.891
2348,2013-10-28,2.866
2349,2013-10-25,2.82
2350,2013-10-24,2.802
2351,2013-10-23,2.821
2352,2013-10-22,2.898
2353,2013-10-21,2.917
2354,2013-10-18,2.936
2355,2013-10-17,2.859
2356,2013-10-16,2.912
2357,2013-10-15,2.892
2358,2013-10-14,2.91
2359,2013-10-11,2.915
2360,2013-10-10,2.947
2361,2013-10-09,2.893
2362,2013-10-08,2.923
2363,2013-10-07,2.899
2364,2013-10-04,2.9
2365,2013-10-03,2.89
2366,2013-10-02,2.878
2367,2013-10-01,2.773
2368,2013-09-30,2.842
2369,2013-09-27,2.856
2370,2013-09-26,2.847
2371,2013-09-25,2.849
2372,2013-09-24,2.846
2373,2013-09-23,2.846
2374,2013-09-20,2.905
2375,2013-09-19,2.907
2376,2013-09-18,2.931
2377,2013-09-17,2.87
2378,2013-09-16,2.938
2379,2013-09-13,3.001
2380,2013-09-12,3.017
2381,2013-09-11,2.942
2382,2013-09-10,2.953
2383,2013-09-09,2.994
2384,2013-09-06,3.045
2385,2013-09-05,3.018
2386,2013-09-04,3.004
2387,2013-09-03,3.076
2388,2013-08-30,3.08
2389,2013-08-29,3.112
2390,2013-08-28,3.131
2391,2013-08-27,3.115
2392,2013-08-26,3.041
2393,2013-08-23,3.052
2394,2013-08-22,3.01
2395,2013-08-21,3.011
2396,2013-08-20,3.015
2397,2013-08-19,3.001
2398,2013-08-16,3.024
2399,2013-08-15,3.005
2400,2013-08-14,2.982
2401,2013-08-13,2.989
2402,2013-08-12,2.965
2403,2013-08-09,2.937
2404,2013-08-08,2.89
2405,2013-08-07,2.886
2406,2013-08-06,2.917
2407,2013-08-05,2.954
2408,2013-08-02,2.97
2409,2013-08-01,2.983
2410,2013-07-31,2.95
2411,2013-07-30,2.899
2412,2013-07-29,2.917
2413,2013-07-26,2.875
2414,2013-07-25,2.878
2415,2013-07-24,2.899
2416,2013-07-23,2.938
2417,2013-07-22,2.931
2418,2013-07-19,2.953
2419,2013-07-18,2.975
2420,2013-07-17,2.955
2421,2013-07-16,2.924
2422,2013-07-15,2.908
2423,2013-07-12,2.906
2424,2013-07-11,2.888
2425,2013-07-10,2.892
2426,2013-07-09,2.88
2427,2013-07-08,2.86
2428,2013-07-05,2.879
2429,2013-07-03,2.833
2430,2013-07-02,2.782
2431,2013-07-01,2.754
2432,2013-06-28,2.737
2433,2013-06-27,2.758
2434,2013-06-26,2.73
2435,2013-06-25,2.73
2436,2013-06-24,2.729
2437,2013-06-21,2.735
2438,2013-06-20,2.743
2439,2013-06-19,2.83
2440,2013-06-18,2.836
2441,2013-06-17,2.834
2442,2013-06-14,2.844
2443,2013-06-13,2.826
2444,2013-06-12,2.781
2445,2013-06-11,2.724
2446,2013-06-10,2.758
2447,2013-06-07,2.784
2448,2013-06-06,2.755
2449,2013-06-05,2.744
2450,2013-06-04,2.761
2451,2013-06-03,2.734
2452,2013-05-31,2.657
2453,2013-05-30,2.706
2454,2013-05-29,2.72
2455,2013-05-28,2.766
2456,2013-05-24,2.713
2457,2013-05-23,2.71
2458,2013-05-22,2.709
2459,2013-05-21,2.757
2460,2013-05-20,2.81
2461,2013-05-17,2.786
2462,2013-05-16,2.745
2463,2013-05-15,2.704
2464,2013-05-14,2.7
2465,2013-05-13,2.741
2466,2013-05-10,2.748
2467,2013-05-09,2.773
2468,2013-05-08,2.777
2469,2013-05-07,2.734
2470,2013-05-06,2.71
2471,2013-05-03,2.706
2472,2013-05-02,2.673
2473,2013-05-01,2.604
2474,2013-04-30,2.688
2475,2013-04-29,2.759
2476,2013-04-26,2.758
2477,2013-04-25,2.783
2478,2013-04-24,2.719
2479,2013-04-23,2.683
2480,2013-04-22,2.713
2481,2013-04-19,2.699
2482,2013-04-18,2.694
2483,2013-04-17,2.636
2484,2013-04-16,2.707
2485,2013-04-15,2.729
2486,2013-04-12,2.797
2487,2013-04-11,2.874
2488,2013-04-10,2.891
2489,2013-04-09,2.916
2490,2013-04-08,2.912
2491,2013-04-05,2.882
2492,2013-04-04,2.933
2493,2013-04-03,2.975
2494,2013-04-02,3.019
2495,2013-04-01,3.002
2496,2013-03-28,2.982
2497,2013-03-27,2.974
2498,2013-03-26,2.923
2499,2013-03-25,2.874
2500,2013-03-22,2.883
2501,2013-03-21,2.921
2502,2013-03-20,2.926
2503,2013-03-19,2.891
2504,2013-03-18,2.972
2505,2013-03-15,2.988
2506,2013-03-14,2.988
2507,2013-03-13,2.975
2508,2013-03-12,3.016
2509,2013-03-11,2.993
2510,2013-03-08,3.004
2511,2013-03-07,3.013
2512,2013-03-06,3.019
2513,2013-03-05,3.021
2514,2013-03-04,3.005
2515,2013-03-01,3.016
2516,2013-02-28,3.049
2517,2013-02-27,3.079
2518,2013-02-26,3.127
2519,2013-02-25,3.163
2520,2013-02-22,3.195
2521,2013-02-21,3.19
2522,2013-02-20,3.2
2523,2013-02-19,3.238
2524,2013-02-15,3.266
2525,2013-02-14,3.282
2526,2013-02-13,3.283
2527,2013-02-12,3.293
2528,2013-02-11,3.299
2529,2013-02-08,3.286
2530,2013-02-07,3.254
2531,2013-02-06,3.226
2532,2013-02-05,3.238
2533,2013-02-04,3.23
2534,2013-02-01,3.238
2535,2013-01-31,3.19
2536,2013-01-30,3.184
2537,2013-01-29,3.179
2538,2013-01-28,3.106
2539,2013-01-25,3.113
2540,2013-01-24,3.138
2541,2013-01-23,3.135
2542,2013-01-22,3.119
2543,2013-01-18,3.087
2544,2013-01-17,3.072
2545,2013-01-16,3.059
2546,2013-01-15,3.095
2547,2013-01-14,3.131
2548,2013-01-11,3.058
2549,2013-01-10,3.065
2550,2013-01-09,3.083
2551,2013-01-08,3.088
2552,2013-01-07,3.033
2553,2013-01-04,2.991
2554,2013-01-03,2.994
2555,2013-01-02,2.993
2556,2012-12-31,2.984
2557,2012-12-28,2.974
2558,2012-12-27,3.056
2559,2012-12-26,3.034
2560,2012-12-24,2.997
2561,2012-12-21,3.017
2562,2012-12-20,2.977
2563,2012-12-19,2.929
2564,2012-12-18,2.9
2565,2012-12-17,2.871
2566,2012-12-14,2.901
2567,2012-12-13,2.876
2568,2012-12-12,2.908
2569,2012-12-11,2.872
2570,2012-12-10,2.859
2571,2012-12-07,2.849
2572,2012-12-06,2.901
2573,2012-12-05,2.943
2574,2012-12-04,2.945
2575,2012-12-03,3.0
2576,2012-11-30,3.015
2577,2012-11-29,3.012
2578,2012-11-28,2.975
2579,2012-11-27,2.995
2580,2012-11-26,3.018
2581,2012-11-23,3.042
2582,2012-11-21,3.046
2583,2012-11-20,3.015
2584,2012-11-19,3.052
2585,2012-11-16,2.934
2586,2012-11-15,2.914
2587,2012-11-14,2.94
2588,2012-11-13,2.892
2589,2012-11-12,2.936
2590,2012-11-09,2.942
2591,2012-11-08,2.891
2592,2012-11-07,2.9
2593,2012-11-06,2.947
2594,2012-11-05,2.888
2595,2012-11-02,2.865
2596,2012-11-01,2.938
2597,2012-10-31,2.961
2598,2012-10-30,2.975
2599,2012-10-29,3.017
2600,2012-10-26,3.041
2601,2012-10-25,3.013
2602,2012-10-24,2.995
2603,2012-10-23,2.999
2604,2012-10-22,3.028
2605,2012-10-19,3.096
2606,2012-10-18,3.162
2607,2012-10-17,3.157
2608,2012-10-16,3.162
2609,2012-10-15,3.187
2610,2012-10-12,3.208
2611,2012-10-11,3.25
2612,2012-10-10,3.211
2613,2012-10-09,3.208
2614,2012-10-08,3.159
2615,2012-10-05,3.158
2616,2012-10-04,3.199
2617,2012-10-03,3.077
2618,2012-10-02,3.138
2619,2012-10-01,3.151
2620,2012-09-28,3.156
2621,2012-09-27,3.168
2622,2012-09-26,3.134
2623,2012-09-25,3.135
2624,2012-09-24,3.129
2625,2012-09-21,3.165
2626,2012-09-20,3.128
2627,2012-09-19,3.068
2628,2012-09-18,3.141
2629,2012-09-17,3.183
2630,2012-09-14,3.284
2631,2012-09-13,3.265
2632,2012-09-12,3.263
2633,2012-09-11,3.257
2634,2012-09-10,3.247
2635,2012-09-07,3.242
2636,2012-09-06,3.218
2637,2012-09-05,3.21
2638,2012-09-04,3.237
2639,2012-08-31,3.279
2640,2012-08-30,3.258
2641,2012-08-29,3.249
2642,2012-08-28,3.278
2643,2012-08-27,3.225
2644,2012-08-24,3.205
2645,2012-08-23,3.209
2646,2012-08-22,3.228
2647,2012-08-21,3.195
2648,2012-08-20,3.162
2649,2012-08-17,3.163
2650,2012-08-16,3.203
2651,2012-08-15,3.185
2652,2012-08-14,3.149
2653,2012-08-13,3.134
2654,2012-08-10,3.127
2655,2012-08-09,3.154
2656,2012-08-08,3.123
2657,2012-08-07,3.104
2658,2012-08-06,3.051
2659,2012-08-03,3.033
2660,2012-08-02,2.939
2661,2012-08-01,2.94
2662,2012-07-31,2.914
2663,2012-07-30,2.948
2664,2012-07-27,2.963
2665,2012-07-26,2.941
2666,2012-07-25,2.914
2667,2012-07-24,2.903
2668,2012-07-23,2.91
2669,2012-07-20,3.006
2670,2012-07-19,3.009
2671,2012-07-18,2.936
2672,2012-07-17,2.91
2673,2012-07-16,2.934
2674,2012-07-13,2.894
2675,2012-07-12,2.851
2676,2012-07-11,2.863
2677,2012-07-10,2.828
2678,2012-07-09,2.823
2679,2012-07-06,2.789
2680,2012-07-05,2.825
2681,2012-07-03,2.827
2682,2012-07-02,2.749
2683,2012-06-29,2.774
2684,2012-06-28,2.633
2685,2012-06-27,2.673
2686,2012-06-26,2.658
2687,2012-06-25,2.621
2688,2012-06-22,2.627
2689,2012-06-21,2.6
2690,2012-06-20,2.646
2691,2012-06-19,2.719
2692,2012-06-18,2.691
2693,2012-06-15,2.708
2694,2012-06-14,2.706
2695,2012-06-13,2.655
2696,2012-06-12,2.669
2697,2012-06-11,2.661
2698,2012-06-08,2.727
2699,2012-06-07,2.7
2700,2012-06-06,2.727
2701,2012-06-05,2.687
2702,2012-06-04,2.673
2703,2012-06-01,2.685
2704,2012-05-31,2.753
2705,2012-05-30,2.787
2706,2012-05-29,2.864
2707,2012-05-25,2.876
2708,2012-05-24,2.869
2709,2012-05-23,2.864
2710,2012-05-22,2.888
2711,2012-05-21,2.918
2712,2012-05-18,2.882
2713,2012-05-17,2.893
2714,2012-05-16,2.952
2715,2012-05-15,2.988
2716,2012-05-14,3.011
2717,2012-05-11,3.023
2718,2012-05-10,3.038
2719,2012-05-09,3.048
2720,2012-05-08,3.049
2721,2012-05-07,3.045
2722,2012-05-04,3.07
2723,2012-05-03,3.153
2724,2012-05-02,3.212
2725,2012-05-01,3.244
2726,2012-04-30,3.26
2727,2012-04-27,3.239
2728,2012-04-26,3.261
2729,2012-04-25,3.228
2730,2012-04-24,3.194
2731,2012-04-23,3.181
2732,2012-04-20,3.201
2733,2012-04-19,3.187
2734,2012-04-18,3.216
2735,2012-04-17,3.223
2736,2012-04-16,3.22
2737,2012-04-13,3.263
2738,2012-04-12,3.24
2739,2012-04-11,3.167
2740,2012-04-10,3.158
2741,2012-04-09,3.204
2742,2012-04-05,3.224
2743,2012-04-04,3.234
2744,2012-04-03,3.302
2745,2012-04-02,3.315
2746,2012-03-30,3.242
2747,2012-03-29,3.228
2748,2012-03-28,3.275
2749,2012-03-27,3.262
2750,2012-03-26,3.269
2751,2012-03-23,3.235
2752,2012-03-22,3.203
2753,2012-03-21,3.235
2754,2012-03-20,3.263
2755,2012-03-19,3.272
2756,2012-03-16,3.309
2757,2012-03-15,3.246
2758,2012-03-14,3.292
2759,2012-03-13,3.298
2760,2012-03-12,3.278
2761,2012-03-09,3.294
2762,2012-03-08,3.288
2763,2012-03-07,3.236
2764,2012-03-06,3.204
2765,2012-03-05,3.22
2766,2012-03-02,3.205
2767,2012-03-01,3.273
2768,2012-02-29,3.212
2769,2012-02-28,3.239
2770,2012-02-27,3.294
2771,2012-02-24,3.33
2772,2012-02-23,3.313
2773,2012-02-22,3.29
2774,2012-02-21,3.237
2775,2012-02-17,3.197
2776,2012-02-16,3.215
2777,2012-02-15,3.191
2778,2012-02-14,3.165
2779,2012-02-13,3.15
2780,2012-02-10,3.17
2781,2012-02-09,3.216
2782,2012-02-08,3.197
2783,2012-02-07,3.212
2784,2012-02-06,3.217
2785,2012-02-03,3.134
2786,2012-02-02,3.085
2787,2012-02-01,3.079
2788,2012-01-31,3.079
2789,2012-01-30,3.068
2790,2012-01-27,3.1
2791,2012-01-26,3.082
2792,2012-01-25,3.062
2793,2012-01-24,3.07
2794,2012-01-23,3.055
2795,2012-01-20,3.045
2796,2012-01-19,3.093
2797,2012-01-18,3.076
2798,2012-01-17,3.079
2799,2012-01-13,3.095
2800,2012-01-12,3.1
2801,2012-01-11,3.136
2802,2012-01-10,3.168
2803,2012-01-09,3.134
2804,2012-01-06,3.102
2805,2012-01-05,3.06
2806,2012-01-04,3.1
2807,2012-01-03,3.04
2808,2011-12-30,2.917
2809,2011-12-29,2.93
2810,2011-12-28,2.891
2811,2011-12-27,2.894
2812,2011-12-23,2.885
2813,2011-12-22,2.91
2814,2011-12-21,2.874
2815,2011-12-20,2.829
2816,2011-12-19,2.739
2817,2011-12-16,2.768
2818,2011-12-15,2.749
2819,2011-12-14,2.761
2820,2011-12-13,2.854
2821,2011-12-12,2.824
2822,2011-12-09,2.841
2823,2011-12-08,2.867
2824,2011-12-07,2.943
2825,2011-12-06,2.977
2826,2011-12-05,2.941
2827,2011-12-02,2.968
2828,2011-12-01,2.969
2829,2011-11-30,3.001
2830,2011-11-29,2.991
2831,2011-11-28,2.939
2832,2011-11-25,2.914
2833,2011-11-23,2.936
2834,2011-11-22,3.005
2835,2011-11-21,2.964
2836,2011-11-18,3.019
2837,2011-11-17,3.052
2838,2011-11-16,3.086
2839,2011-11-15,3.156
2840,2011-11-14,3.158
2841,2011-11-11,3.178
2842,2011-11-10,3.131
2843,2011-11-09,3.095
2844,2011-11-08,3.119
2845,2011-11-07,3.114
2846,2011-11-04,3.067
2847,2011-11-03,3.036
2848,2011-11-02,2.991
2849,2011-11-01,3.011
2850,2011-10-31,3.028
2851,2011-10-28,3.051
2852,2011-10-27,3.088
2853,2011-10-26,3.006
2854,2011-10-25,3.025
2855,2011-10-24,3.036
2856,2011-10-21,3.01
2857,2011-10-20,3.028
2858,2011-10-19,2.982
2859,2011-10-18,3.01
2860,2011-10-17,2.986
2861,2011-10-14,3.056
2862,2011-10-13,2.972
2863,2011-10-12,2.917
2864,2011-10-11,2.889
2865,2011-10-10,2.911
2866,2011-10-07,2.881
2867,2011-10-06,2.916
2868,2011-10-05,2.835
2869,2011-10-04,2.838
2870,2011-10-03,2.815
2871,2011-09-30,2.844
2872,2011-09-29,2.894
2873,2011-09-28,2.877
2874,2011-09-27,2.928
2875,2011-09-26,2.86
2876,2011-09-23,2.827
2877,2011-09-22,2.853
2878,2011-09-21,2.919
2879,2011-09-20,2.946
2880,2011-09-19,2.938
2881,2011-09-16,3.002
2882,2011-09-15,3.019
2883,2011-09-14,2.937
2884,2011-09-13,2.922
2885,2011-09-12,2.938
2886,2011-09-09,2.962
2887,2011-09-08,3.018
2888,2011-09-07,3.05
2889,2011-09-06,3.043
2890,2011-09-02,3.038
2891,2011-09-01,3.088
2892,2011-08-31,3.113
2893,2011-08-30,3.109
2894,2011-08-29,3.06
2895,2011-08-26,3.059
2896,2011-08-25,3.039
2897,2011-08-24,3.018
2898,2011-08-23,3.021
2899,2011-08-22,2.977
2900,2011-08-19,2.988
2901,2011-08-18,2.935
2902,2011-08-17,3.037
2903,2011-08-16,3.006
2904,2011-08-15,2.996
2905,2011-08-12,2.961
2906,2011-08-11,2.949
2907,2011-08-10,2.89
2908,2011-08-09,2.861
2909,2011-08-08,2.863
2910,2011-08-05,2.995
2911,2011-08-04,2.954
2912,2011-08-03,3.075
2913,2011-08-02,3.137
2914,2011-08-01,3.153
2915,2011-07-29,3.161
2916,2011-07-28,3.171
2917,2011-07-27,3.153
2918,2011-07-26,3.17
2919,2011-07-25,3.164
2920,2011-07-22,3.188
2921,2011-07-21,3.168
2922,2011-07-20,3.178
2923,2011-07-19,3.156
2924,2011-07-18,3.131
2925,2011-07-15,3.169
2926,2011-07-14,3.135
2927,2011-07-13,3.137
2928,2011-07-12,3.117
2929,2011-07-11,3.125
2930,2011-07-08,3.137
2931,2011-07-07,3.15
2932,2011-07-06,3.02
2933,2011-07-05,3.009
2934,2011-07-01,2.976
2935,2011-06-30,2.996
2936,2011-06-29,2.984
2937,2011-06-28,2.88
2938,2011-06-27,2.838
2939,2011-06-24,2.831
2940,2011-06-23,2.88
2941,2011-06-22,3.004
2942,2011-06-21,2.94
2943,2011-06-20,2.996
2944,2011-06-17,3.062
2945,2011-06-16,3.083
2946,2011-06-15,3.073
2947,2011-06-14,3.198
2948,2011-06-13,3.162
2949,2011-06-10,3.163
2950,2011-06-09,3.198
2951,2011-06-08,3.154
2952,2011-06-07,3.144
2953,2011-06-06,3.082
2954,2011-06-03,3.137
2955,2011-06-02,3.12
2956,2011-06-01,3.098
2957,2011-05-31,3.134
2958,2011-05-27,3.079
2959,2011-05-26,3.065
2960,2011-05-25,3.078
2961,2011-05-24,3.026
2962,2011-05-23,2.964
2963,2011-05-20,3.058
2964,2011-05-19,3.024
2965,2011-05-18,3.023
2966,2011-05-17,2.978
2967,2011-05-16,3.02
2968,2011-05-13,3.099
2969,2011-05-12,3.04
2970,2011-05-11,3.059
2971,2011-05-10,3.146
2972,2011-05-09,3.109
2973,2011-05-06,2.998
2974,2011-05-05,2.988
2975,2011-05-04,3.237
2976,2011-05-03,3.301
2977,2011-05-02,3.351
2978,2011-04-29,3.368
2979,2011-04-28,3.322
2980,2011-04-27,3.332
2981,2011-04-26,3.295
2982,2011-04-25,3.257
2983,2011-04-21,3.254
2984,2011-04-20,3.272
2985,2011-04-19,3.207
2986,2011-04-18,3.236
2987,2011-04-15,3.276
2988,2011-04-14,3.241
2989,2011-04-13,3.238
2990,2011-04-12,3.201
2991,2011-04-11,3.292
2992,2011-04-08,3.375
2993,2011-04-07,3.251
2994,2011-04-06,3.251
2995,2011-04-05,3.235
2996,2011-04-04,3.228
2997,2011-04-01,3.202
2998,2011-03-31,3.161
2999,2011-03-30,3.119
3000,2011-03-29,3.122
3001,2011-03-28,3.127
3002,2011-03-25,3.16
3003,2011-03-24,3.143
3004,2011-03-23,3.137
3005,2011-03-22,3.154
3006,2011-03-21,3.13
3007,2011-03-18,3.122
3008,2011-03-17,3.154
3009,2011-03-16,3.067
3010,2011-03-15,3.026
3011,2011-03-14,3.119
3012,2011-03-11,3.079
3013,2011-03-10,3.083
3014,2011-03-09,3.127
3015,2011-03-08,3.085
3016,2011-03-07,3.126
3017,2011-03-04,3.183
3018,2011-03-03,3.147
3019,2011-03-02,3.157
3020,2011-03-01,3.147
3021,2011-02-28,2.998
3022,2011-02-25,3.006
3023,2011-02-24,2.937
3024,2011-02-23,3.005
3025,2011-02-22,2.88
3026,2011-02-18,2.806
3027,2011-02-17,2.814
3028,2011-02-16,2.835
3029,2011-02-15,2.804
3030,2011-02-14,2.823
3031,2011-02-11,2.761
3032,2011-02-10,2.787
3033,2011-02-09,2.82
3034,2011-02-08,2.79
3035,2011-02-07,2.755
3036,2011-02-04,2.758
3037,2011-02-03,2.795
3038,2011-02-02,2.804
3039,2011-02-01,2.769
3040,2011-01-31,2.742
3041,2011-01-28,2.705
3042,2011-01-27,2.69
3043,2011-01-26,2.711
3044,2011-01-25,2.618
3045,2011-01-24,2.623
3046,2011-01-21,2.669
3047,2011-01-20,2.635
3048,2011-01-19,2.668
3049,2011-01-18,2.663
3050,2011-01-14,2.663
3051,2011-01-13,2.632
3052,2011-01-12,2.625
3053,2011-01-11,2.615
3054,2011-01-10,2.57
3055,2011-01-07,2.502
3056,2011-01-06,2.512
3057,2011-01-05,2.524
3058,2011-01-04,2.487
3059,2011-01-03,2.528
3060,2010-12-31,2.528
3061,2010-12-30,2.459
3062,2010-12-29,2.501
3063,2010-12-28,2.48
3064,2010-12-27,2.496
3065,2010-12-23,2.537
3066,2010-12-22,2.495
